,Unnamed: 0,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
2783,11,Malcolm Mackey,1994,1994,F-C,6-9,248.0,"July 11, 1970",Georgia Tech
2784,12,Rudy Macklin,1982,1984,F-G,6-7,205.0,"February 19, 1958",LSU
2785,13,Vernon Macklin,2012,2012,F,6-10,227.0,"September 20, 1986","Georgetown, Florida"
2786,14,Johnny Macknowski,1950,1951,G-F,6-0,180.0,"January 7, 1923",Seton Hall
2787,15,Daryl Macon,2019,2020,G,6-2,185.0,"November 29, 1995",Arkansas
2788,16,Mark Macon,1992,1999,G,6-5,185.0,"April 14, 1969",Temple
2789,17,J.P. Macura,2019,2020,G,6-5,203.0,"June 5, 1995",Xavier
2790,18,Kyle Macy,1981,1987,G,6-3,175.0,"April 9, 1957","Purdue, Kentucky"
2791,19,Jack Maddox,1949,1949,F-G,6-3,185.0,"December 10, 1919",West Texas A&M University
2792,20,Tito Maddox,2003,2003,G,6-4,190.0,"June 7, 1981",Fresno State
2793,21,Gerald Madkins,1994,1998,G,6-4,200.0,"April 18, 1969",UCLA
2794,22,Mark Madsen,2001,2009,F-C,6-9,240.0,"January 28, 1976",Stanford
2795,23,Norm Mager,1951,1951,F,6-5,185.0,"March 23, 1926",City College of New York
2796,24,Josh Magette,2018,2020,G,6-1,160.0,"November 28, 1989",Alabama-Huntsville
2797,25,Corey Maggette,2000,2013,F,6-6,218.0,"November 12, 1979",Duke
2798,26,Dave Magley,1983,1983,F,6-8,202.0,"November 24, 1959",Kansas
2799,27,Jamaal Magloire,2001,2012,C,6-11,259.0,"May 21, 1978",Kentucky
2800,28,Will Magnay,2021,2021,C,6-10,234.0,"June 10, 1998",Tulsa
2801,29,Randy Mahaffey,1968,1971,F,6-7,210.0,"September 28, 1945",Clemson
2802,30,Ian Mahinmi,2008,2020,C,6-11,262.0,"November 5, 1986",
2803,31,John Mahnken,1947,1953,C,6-8,220.0,"June 16, 1922",Georgetown
2804,32,Brian Mahoney,1973,1973,G,6-3,175.0,"December 17, 1948",Manhattan College
2805,33,Mo Mahoney,1953,1954,F,6-2,205.0,"November 20, 1927",Brown University
2806,34,Rick Mahorn,1981,1999,C-F,6-10,240.0,"September 21, 1958",Hampton
2807,35,Dan Majerle,1989,2002,G-F,6-6,215.0,"September 9, 1965",Central Michigan University
2808,36,Renaldo Major,2007,2007,F,6-7,200.0,"May 7, 1982","South Plains College, Fresno State"
2809,37,Thon Maker,2017,2021,F-C,7-0,221.0,"February 25, 1997",
2810,38,Lionel Malamed,1949,1949,G,5-9,150.0,"November 15, 1924",City College of New York
2811,39,Théo Maledon,2021,2023,G,6-4,175.0,"June 12, 2001",
2812,40,Jeff Malone,1984,1996,G,6-4,205.0,"June 28, 1961",Mississippi State
2813,41,Karl Malone*,1986,2004,F,6-9,250.0,"July 24, 1963",Louisiana Tech
2814,42,Moses Malone*,1975,1995,C-F,6-10,215.0,"March 23, 1955",
2815,43,Matt Maloney,1997,2003,G,6-3,192.0,"December 6, 1971","Vanderbilt, Penn"
2816,44,Steve Malovic,1980,1980,F,6-10,230.0,"July 21, 1956","USC, San Diego State"
2817,45,Mike Maloy,1971,1973,F,6-7,215.0,"May 10, 1949",Davidson
2818,46,Sandro Mamukelashvili,2022,2023,C-F,6-11,240.0,"May 23, 1999",Seton Hall
2819,47,Ted Manakas,1974,1974,G,6-2,180.0,"February 22, 1951",Princeton
2820,48,John Mandic,1949,1950,F-C,6-4,205.0,"October 3, 1919",Oregon State
2821,49,Karim Mané,2021,2021,G,6-3,190.0,"May 16, 2000",Vanier College
2822,50,Frank Mangiapane,1947,1947,G,5-10,195.0,"August 5, 1925",NYU
2823,51,Terance Mann,2020,2023,G-F,6-5,215.0,"October 18, 1996",Florida State
2824,52,Tre Mann,2022,2023,G,6-3,178.0,"February 3, 2001",Florida
2825,53,Danny Manning,1989,2003,F-C,6-10,230.0,"May 17, 1966",Kansas
2826,54,Ed Manning,1968,1976,F,6-7,210.0,"January 2, 1944",Jackson State University
2827,55,Guy Manning,1968,1969,F,6-6,195.0,"February 4, 1944",Prairie View A&M University
2828,56,Rich Manning,1996,1997,C,6-11,253.0,"June 23, 1970","Syracuse, Washington"
2829,57,Nico Mannion,2021,2021,G,6-2,190.0,"March 14, 2001",Arizona
2830,58,Pace Mannion,1984,1989,G,6-7,190.0,"September 22, 1960",Utah
2831,59,Nick Mantis,1960,1963,G,6-3,190.0,"December 7, 1935",Northwestern
2832,60,Pete Maravich*,1971,1980,G,6-5,197.0,"June 22, 1947",LSU
2833,61,Press Maravich,1947,1947,G,6-0,185.0,"August 29, 1915",Davis & Elkins College
2834,62,Devyn Marble,2015,2016,G-F,6-6,200.0,"September 21, 1992",Iowa
2835,63,Roy Marble,1990,1994,G-F,6-6,190.0,"December 13, 1966",Iowa
2836,64,Stephon Marbury,1997,2009,G,6-2,180.0,"February 20, 1977",Georgia Tech
2837,65,Šarūnas Marčiulionis*,1990,1997,G,6-5,200.0,"June 13, 1964",
2838,66,Saul Mariaschin,1948,1948,G,5-11,165.0,"September 1, 1924",Harvard University
2839,67,Jack Marin,1967,1977,F-G,6-7,200.0,"October 12, 1944",Duke
2840,68,Shawn Marion,2000,2015,F,6-7,220.0,"May 7, 1978","Vincennes University, UNLV"
2841,69,Boban Marjanović,2016,2023,C,7-3,290.0,"August 15, 1988",
2842,70,Lauri Markkanen,2018,2023,F-C,7-0,240.0,"May 22, 1997",Arizona
2843,71,Damir Markota,2007,2007,C,6-10,225.0,"December 26, 1985",
2844,72,Sean Marks,1999,2011,F-C,6-10,250.0,"August 23, 1975",California
2845,73,Harvey Marlatt,1971,1973,G,6-3,185.0,"August 26, 1948",Eastern Michigan
2846,74,Jim Marsh,1972,1972,F,6-7,215.0,"April 26, 1946",USC
2847,75,Ricky Marsh,1978,1978,G,6-3,200.0,"March 10, 1954",Manhattan College
2848,76,Donny Marshall,1996,2003,F,6-7,230.0,"July 17, 1972",UConn
2849,77,Donyell Marshall,1995,2009,F,6-9,218.0,"May 18, 1973",UConn
2850,78,Kendall Marshall,2013,2016,G,6-4,200.0,"August 19, 1991",UNC
2851,79,Naji Marshall,2021,2023,F,6-7,220.0,"January 24, 1998",Xavier
2852,80,Rawle Marshall,2006,2007,G-F,6-9,190.0,"February 20, 1982","Ball State University, Oakland"
2853,81,Tom Marshall,1955,1959,F-G,6-4,215.0,"January 6, 1931",Western Kentucky
2854,82,Vester Marshall,1974,1974,F,6-7,200.0,"December 22, 1948",Oklahoma
2855,83,Bill Martin,1986,1988,F,6-7,205.0,"August 16, 1962",Georgetown
2856,84,Bob Martin,1994,1995,C,7-0,250.0,"October 7, 1969",Minnesota
2857,85,Brian Martin,1986,1986,F,6-9,212.0,"August 18, 1962",Kansas
2858,86,Caleb Martin,2020,2023,F,6-5,205.0,"September 28, 1995","NC State, Nevada"
2859,87,Cartier Martin,2009,2015,F,6-7,220.0,"November 20, 1984",Kansas State
2860,88,Cody Martin,2020,2023,G-F,6-5,205.0,"September 28, 1995","NC State, Nevada"
2861,89,Cuonzo Martin,1996,1997,G-F,6-5,213.0,"September 23, 1971",Purdue
2862,90,Darrick Martin,1995,2008,G,5-11,170.0,"March 6, 1971",UCLA
2863,91,Dino Martin,1947,1948,G,5-8,160.0,"May 25, 1920",Georgetown
2864,92,Don Martin,1947,1949,C-F,6-7,210.0,"February 7, 1920",Central Missouri State University
2865,93,Fernando Martín,1987,1987,C,6-9,220.0,"March 25, 1962",
2866,94,Jarell Martin,2016,2019,F,6-10,239.0,"May 24, 1994",LSU
2867,95,Jeff Martin,1990,1991,G,6-5,195.0,"January 14, 1967",Murray State
2868,96,Jeremiah Martin,2020,2021,G,6-3,185.0,"June 19, 1996",Memphis
2869,97,Kelan Martin,2020,2022,F,6-5,230.0,"August 3, 1995",Butler
2870,98,Kenyon Martin,2001,2015,F,6-9,234.0,"December 30, 1977",Cincinnati
2871,99,Kenyon Martin Jr.,2021,2023,F,6-6,215.0,"January 6, 2001",
2872,100,Kevin Martin,2005,2016,G,6-7,199.0,"February 1, 1983",Western Carolina University
2873,101,LaRue Martin,1973,1976,C,6-11,208.0,"March 30, 1950",Loyola Chicago
2874,102,Maurice Martin,1987,1988,F-G,6-6,200.0,"July 2, 1964",Saint Joseph's
2875,103,Phil Martin,1955,1955,G,6-3,190.0,"April 2, 1928",Toledo
2876,104,Slater Martin*,1950,1960,G,5-10,170.0,"October 22, 1925",Texas
2877,105,Tyrese Martin,2023,2023,G,6-6,215.0,"March 7, 1999","Rhode Island, UConn"
2878,106,Whitey Martin,1962,1962,G,6-2,185.0,"April 11, 1939",St. Bonaventure
2879,107,Jamal Mashburn,1994,2004,F,6-8,240.0,"November 29, 1972",Kentucky
2880,108,Al Masino,1953,1954,G,5-10,174.0,"February 5, 1928",Canisius
2881,109,Anthony Mason,1990,2003,F,6-7,250.0,"December 14, 1966",Tennessee State
2882,110,Desmond Mason,2001,2010,F,6-7,224.0,"October 11, 1977",Oklahoma State
2883,111,Frank Mason III,2018,2021,G,5-11,190.0,"April 3, 1994",Kansas
2884,112,Roger Mason,2003,2014,G,6-5,200.0,"September 10, 1980",Virginia
2885,113,Tony Massenburg,1991,2005,F,6-9,220.0,"July 31, 1967",Maryland
2886,114,Eddie Mast,1971,1973,F-C,6-9,220.0,"October 3, 1948",Temple
2887,115,Yante Maten,2019,2019,F,6-8,240.0,"August 14, 1996",Georgia
2888,116,Garrison Mathews,2020,2023,G,6-5,215.0,"October 24, 1996",Lipscomb
2889,117,Mangok Mathiang,2018,2018,C-F,6-10,230.0,"October 8, 1992",Louisville
2890,118,Dakota Mathias,2021,2022,G,6-4,200.0,"July 11, 1995",Purdue
2891,119,Johnny Mathis,1968,1968,F,6-6,220.0,"July 14, 1943",Savannah State University
2892,120,Bennedict Mathurin,2023,2023,G-F,6-6,210.0,"June 19, 2002",Arizona
2893,121,Wes Matthews,1981,1990,G,6-1,170.0,"August 24, 1959",Wisconsin
2894,122,Wesley Matthews,2010,2023,G,6-4,220.0,"October 14, 1986",Marquette
2895,123,Ariel Maughan,1947,1951,F,6-4,190.0,"February 23, 1923",Utah State University
2896,124,Marlon Maxey,1993,1994,F,6-8,250.0,"February 19, 1969","Minnesota, Texas-El Paso"
2897,125,Tyrese Maxey,2021,2023,G,6-2,200.0,"November 4, 2000",Kentucky
2898,126,Jason Maxiell,2006,2015,F-C,6-7,260.0,"February 18, 1983",Cincinnati
2899,127,Cedric Maxwell,1978,1988,F,6-8,205.0,"November 21, 1955",UNC Charlotte
2900,128,Vernon Maxwell,1989,2001,G,6-4,180.0,"September 12, 1965",Florida
2901,129,Don May,1969,1975,F,6-4,200.0,"January 3, 1946",Dayton
2902,130,Scott May,1977,1983,F,6-7,215.0,"March 19, 1954",Indiana
2903,131,Sean May,2006,2010,F-C,6-9,266.0,"April 4, 1984",UNC
2904,132,Lee Mayberry,1993,1999,G,6-1,172.0,"June 12, 1970",Arkansas
2905,133,Clyde Mayes,1976,1977,F,6-8,225.0,"March 17, 1953",Furman University
2906,134,Tharon Mayes,1992,1992,G,6-3,175.0,"September 9, 1968",Florida State
2907,135,Bill Mayfield,1981,1981,F,6-7,205.0,"October 17, 1957",Iowa
2908,136,Ken Mayfield,1976,1976,G,6-2,185.0,"May 11, 1948",Tuskegee University
2909,137,Eric Maynor,2010,2014,G,6-3,175.0,"June 11, 1987",VCU
2910,138,O.J. Mayo,2009,2016,G,6-5,210.0,"November 5, 1987",USC
2911,139,Skylar Mays,2021,2022,G,6-4,205.0,"September 5, 1997",LSU
2912,140,Travis Mays,1991,1993,G,6-2,190.0,"June 19, 1968",Texas
2913,141,Matt Mazza,1950,1950,F,6-3,210.0,"September 23, 1923",Michigan State
2914,142,Luc Mbah a Moute,2009,2020,F,6-8,230.0,"September 9, 1986",UCLA
2915,143,Bob McAdoo*,1973,1986,C-F,6-9,210.0,"September 25, 1951","Vincennes University, UNC"
2916,144,James Michael McAdoo,2015,2018,F,6-9,230.0,"January 4, 1993",UNC
2917,145,Ken McBride,1955,1955,G-F,6-3,190.0,"May 23, 1929",University of Maryland Eastern Shore
2918,146,Miles McBride,2022,2023,G,6-2,200.0,"September 8, 2000",West Virginia
2919,147,Tahjere McCall,2019,2019,G,6-5,195.0,"August 17, 1994",Tennessee State
2920,148,Ray McCallum,2014,2016,G,6-3,190.0,"June 12, 1991",Detroit Mercy
2921,149,Bob McCann,1990,1998,F,6-6,244.0,"April 22, 1964","Upsala College, Morehead State University"
2922,150,Brendan McCann,1958,1960,G,6-2,178.0,"July 5, 1935",St. Bonaventure
2923,151,Mel McCants,1990,1990,F,6-8,240.0,"August 19, 1967",Purdue
2924,152,Rashad McCants,2006,2009,G,6-4,207.0,"September 25, 1984",UNC
2925,153,Mike McCarron,1947,1950,G,5-11,180.0,"March 2, 1922",Seton Hall
2926,154,Andre McCarter,1977,1981,G,6-3,190.0,"August 25, 1953",UCLA
2927,155,Willie McCarter,1970,1972,G,6-3,175.0,"July 26, 1946",Drake University
2928,156,Johnny McCarthy,1957,1964,G,6-1,185.0,"April 25, 1934",Canisius
2929,157,Howie McCarty,1947,1947,F-G,6-2,190.0,"April 15, 1919",Wayne State University
2930,158,Kelly McCarty,1999,1999,G-F,6-7,200.0,"August 24, 1975",Southern Miss
2931,159,Walter McCarty,1997,2006,F,6-10,230.0,"February 1, 1974",Kentucky
2932,160,Amal McCaskill,1997,2004,F-C,6-11,235.0,"October 28, 1973",Marquette
2933,161,Patrick McCaw,2017,2021,G,6-7,181.0,"October 25, 1995",UNLV
2934,162,Dwayne McClain,1986,1986,G,6-6,185.0,"February 7, 1963",Villanova
2935,163,Ted McClain,1972,1979,G,6-1,180.0,"August 30, 1946",Tennessee State
2936,164,Dan McClintock,2001,2001,C,7-0,270.0,"April 19, 1977",Northern Arizona University
2937,165,Jack McCloskey,1953,1953,G,6-2,190.0,"September 19, 1925",Penn
2938,166,George McCloud,1990,2002,G-F,6-6,205.0,"May 27, 1967",Florida State
2939,167,Mac McClung,2022,2022,G,6-2,185.0,"January 6, 1999","Georgetown, Texas Tech"
2940,168,CJ McCollum,2014,2023,G,6-3,190.0,"September 19, 1991",Lehigh
2941,169,John McConathy,1952,1952,F,6-5,195.0,"April 9, 1930",Northwestern State University
2942,170,Bucky McConnell,1953,1953,G,5-10,170.0,"July 1, 1928",
2943,171,T.J. McConnell,2016,2023,G,6-1,190.0,"March 25, 1992","Duquesne, Arizona"
2944,172,Keith McCord,1981,1981,G,6-7,210.0,"June 22, 1957","Alabama, UAB"
2945,173,Tim McCormick,1985,1992,C,6-11,240.0,"March 10, 1962",Michigan
2946,174,Jelani McCoy,1999,2008,C,6-10,245.0,"December 6, 1977",UCLA
2947,175,Paul McCracken,1973,1977,G,6-4,180.0,"September 11, 1950",Cal State Northridge
2948,176,Chris McCray,2007,2007,G,6-5,192.0,"May 27, 1984",Maryland
2949,177,Rodney McCray,1984,1993,F-G,6-7,220.0,"August 29, 1961",Louisville
2950,178,Scooter McCray,1984,1987,F-G,6-9,215.0,"February 8, 1960",Louisville
2951,179,Erik McCree,2018,2018,F,6-7,219.0,"December 20, 1993",Louisiana Tech
2952,180,Chris McCullough,2016,2018,F,6-11,200.0,"February 5, 1995",Syracuse
2953,181,John McCullough,1982,1982,G,6-4,190.0,"October 5, 1956",Oklahoma
2954,182,Clint McDaniel,1996,1996,G,6-4,180.0,"February 26, 1972",Arkansas
2955,183,Xavier McDaniel,1986,1998,F,6-7,205.0,"June 4, 1963",Wichita State
2956,184,Jaden McDaniels,2021,2023,F,6-9,185.0,"September 29, 2000",Washington
2957,185,Jalen McDaniels,2020,2023,F,6-9,205.0,"January 31, 1998",San Diego State
2958,186,Jim McDaniels,1972,1978,C-F,6-11,228.0,"April 2, 1948",Western Kentucky
2959,187,K.J. McDaniels,2015,2017,G-F,6-6,205.0,"February 9, 1993",Clemson
2960,188,Doug McDermott,2015,2023,F,6-7,225.0,"January 3, 1992",Creighton
2961,189,Sean McDermott,2021,2021,F,6-6,195.0,"November 3, 1996",Butler
2962,190,Ben McDonald,1986,1989,F,6-8,210.0,"July 20, 1962","University of California, Irvine"
2963,191,Glenn McDonald,1975,1977,F-G,6-6,190.0,"March 18, 1952",Cal State Long Beach
2964,192,Michael McDonald,1998,1998,C,6-10,232.0,"February 13, 1969","Utah Valley, New Orleans"
2965,193,Rod McDonald,1971,1973,F,6-6,205.0,"April 9, 1945",Whitworth
2966,194,Hank McDowell,1982,1987,F-C,6-9,215.0,"November 13, 1959",Memphis
2967,195,Antonio McDyess,1996,2011,F-C,6-9,220.0,"September 7, 1974",Alabama
2968,196,Jim McElroy,1976,1982,G,6-3,190.0,"October 4, 1953",Central Michigan University
2969,197,Pat McFarland,1974,1976,F-G,6-5,185.0,"December 7, 1951",Saint Joseph's
2970,198,Ivan McFarlin,2007,2007,F,6-8,240.0,"April 26, 1982",Oklahoma State
2971,199,Mel McGaha,1949,1949,G,6-1,190.0,"September 26, 1926",Arkansas
2972,200,Mitch McGary,2015,2016,F-C,6-10,255.0,"June 6, 1992",Michigan
2973,201,JaVale McGee,2009,2023,C,7-0,270.0,"January 19, 1988",Nevada
2974,202,Mike McGee,1982,1990,G-F,6-5,190.0,"July 29, 1959",Michigan
2975,203,Bill McGill,1963,1970,C-F,6-9,225.0,"September 16, 1939",Utah
2976,204,George McGinnis*,1972,1982,F-C,6-8,235.0,"August 12, 1950",Indiana
2977,205,Jon McGlocklin,1966,1976,G-F,6-5,205.0,"June 10, 1943",Indiana
2978,206,Bryce McGowens,2023,2023,G-F,6-7,179.0,"November 8, 2002",Nebraska
2979,207,Tracy McGrady*,1998,2012,G-F,6-8,210.0,"May 24, 1979",
2980,208,Gil McGregor,1972,1972,F,6-8,240.0,"June 14, 1949",Wake Forest
2981,209,Cameron McGriff,2022,2022,F,6-7,230.0,"September 30, 1997",Oklahoma State
2982,210,Elton McGriff,1968,1969,C,6-9,225.0,"August 21, 1942","City College of San Francisco, Creighton"
2983,211,Rodney McGruder,2017,2023,G,6-4,205.0,"July 29, 1991",Kansas State
2984,212,Alfred McGuire*,1952,1955,G-F,6-2,180.0,"September 7, 1928",St. John's
2985,213,Allie McGuire,1974,1974,G,6-3,175.0,"July 10, 1951",Marquette
2986,214,Dick McGuire*,1950,1960,G,6-0,180.0,"January 25, 1926",St. John's
2987,215,Dominic McGuire,2008,2013,F,6-9,220.0,"October 20, 1985","California, Fresno State"
2988,216,Kevin McHale*,1981,1993,F-C,6-10,210.0,"December 19, 1957",Minnesota
2989,217,Maurice McHartley,1968,1970,G-F,6-3,185.0,"August 1, 1942",North Carolina A&T
2990,218,Jim McIlvaine,1995,2001,C,7-1,240.0,"July 30, 1972",Marquette
2991,219,Jeff McInnis,1997,2008,G,6-4,190.0,"October 22, 1974",UNC
2992,220,Kenny McIntosh,1972,1975,F,6-7,225.0,"January 21, 1949",Eastern Michigan
2993,221,Bob McIntyre,1968,1970,F,6-6,215.0,"January 23, 1944",St. John's
2994,222,Jerry McKee,1970,1970,G,6-3,190.0,"August 4, 1946",Ohio University
2995,223,Kevin McKenna,1982,1988,G-F,6-5,195.0,"January 8, 1959",Creighton
2996,224,Forrest McKenzie,1987,1987,F,6-7,200.0,"February 16, 1963",Loyola Marymount
2997,225,Stan McKenzie,1968,1974,F-G,6-5,195.0,"October 6, 1944",NYU
2998,226,Derrick McKey,1988,2002,F-C,6-9,205.0,"October 10, 1966",Alabama
2999,227,Aaron McKie,1995,2007,G-F,6-5,209.0,"October 2, 1972",Temple
3000,228,Billy McKinney,1979,1986,G,6-0,160.0,"June 5, 1955",Northwestern
3001,229,Bones McKinney,1947,1952,F-C,6-6,185.0,"January 1, 1919",UNC
3002,230,Carlton McKinney,1990,1992,G,6-4,190.0,"October 21, 1964","Tulsa, SMU"
3003,231,Trey McKinney-Jones,2018,2018,G,6-5,214.0,"August 27, 1990","Missouri-Kansas City, Miami (FL)"
3004,232,Alfonzo McKinnie,2018,2022,F,6-7,215.0,"September 17, 1992",Green Bay
3005,233,JaQuori McLaughlin,2022,2022,G,6-4,190.0,"January 29, 1998","Oregon State, UC Santa Barbara"
3006,234,Jordan McLaughlin,2020,2023,G,5-11,185.0,"April 9, 1996",USC
3007,235,Ben McLemore,2014,2022,G,6-3,195.0,"February 11, 1993",Kansas
3008,236,McCoy McLemore,1965,1972,F-C,6-7,230.0,"April 3, 1942",Drake University
3009,237,George McLeod,1953,1953,F,6-5,200.0,"January 3, 1931",TCU
3010,238,Keith McLeod,2004,2007,G,6-2,188.0,"November 5, 1979",Bowling Green
3011,239,Roshown McLeod,1999,2001,F,6-8,221.0,"November 17, 1975","St. John's, Duke"
3012,240,Jack McMahon,1953,1960,G,6-1,185.0,"December 3, 1928",St. John's
3013,241,Nate McMillan,1987,1998,G-F,6-5,195.0,"August 3, 1964",NC State
3014,242,Tom McMillen,1976,1986,F-C,6-11,215.0,"May 26, 1952",Maryland
3015,243,Jim McMillian,1971,1979,F,6-5,215.0,"March 11, 1948",Columbia University
3016,244,Shellie McMillon,1959,1962,F,6-5,205.0,"March 11, 1936",Bradley
3017,245,Mal McMullen,1950,1951,F-C,6-5,210.0,"August 23, 1927",Xavier
3018,246,Chet McNabb,1948,1948,F,6-2,200.0,"September 19, 1920",Arizona State
3019,247,Mark McNamara,1983,1991,C-F,6-11,235.0,"June 8, 1959","Santa Clara, California"
3020,248,Joe McNamee,1951,1952,F-C,6-6,210.0,"September 24, 1926",San Francisco
3021,249,Jerel McNeal,2015,2015,G,6-3,200.0,"June 1, 1987",Marquette
3022,250,Chris McNealy,1986,1988,F,6-7,210.0,"July 15, 1961",San Jose State
3023,251,Bob McNeill,1961,1962,G,6-1,170.0,"October 22, 1938",Saint Joseph's
3024,252,Larry McNeill,1974,1979,F-C,6-9,195.0,"January 31, 1951",Marquette
3025,253,Carl McNulty,1955,1955,G,6-3,185.0,"February 14, 1930",Purdue
3026,254,Paul McPherson,2001,2001,G,6-4,210.0,"July 3, 1978",DePaul
3027,255,Roy McPipe,1975,1975,G,6-3,205.0,"May 5, 1950","Montana State University, Billings"
3028,256,Cozell McQueen,1987,1987,F,6-11,235.0,"January 18, 1962",NC State
3029,257,Jordan McRae,2016,2020,G,6-5,179.0,"March 28, 1991",Tennessee
3030,258,Thales McReynolds,1966,1966,G,6-3,185.0,"June 8, 1943",Miles College
3031,259,Josh McRoberts,2008,2018,F-C,6-10,240.0,"February 28, 1987",Duke
3032,260,Eric McWilliams,1973,1973,F,6-8,200.0,"April 18, 1950",Cal State Long Beach
3033,261,George Mearns,1947,1948,F,6-3,175.0,"April 18, 1922",Rhode Island
3034,262,Stanislav Medvedenko,2001,2007,F,6-10,250.0,"April 4, 1979",
3035,263,Darnell Mee,1994,1995,G,6-5,175.0,"February 11, 1971",Western Kentucky
3036,264,Jodie Meeks,2010,2019,G,6-4,210.0,"August 21, 1987",Kentucky
3037,265,Cliff Meely,1972,1976,F-C,6-8,215.0,"July 10, 1947",Colorado
3038,266,Scott Meents,1990,1991,F,6-10,225.0,"January 4, 1964",Illinois
3039,267,Dick Mehen,1950,1952,F-C,6-5,195.0,"May 20, 1922",Tennessee
3040,268,Monk Meineke,1953,1958,F-C,6-7,208.0,"October 30, 1930",Dayton
3041,269,Carl Meinhold,1948,1949,G-F,6-2,185.0,"March 29, 1926",Long Island University
3042,270,Salah Mejri,2016,2019,C,7-2,235.0,"June 15, 1986",
3043,271,Gal Mekel,2014,2015,G,6-3,191.0,"March 4, 1988",Wichita State
3044,272,Bill Melchionni,1967,1976,G,6-1,165.0,"October 19, 1944",Villanova
3045,273,Gary Melchionni,1974,1975,G,6-2,185.0,"January 19, 1951",Duke
3046,274,Nicolò Melli,2020,2021,F,6-9,236.0,"January 26, 1991",
3047,275,Fab Melo,2013,2013,C,7-0,255.0,"June 20, 1990",Syracuse
3048,276,De'Anthony Melton,2019,2023,G,6-2,200.0,"May 28, 1998",USC
3049,277,Ed Melvin,1947,1947,G,5-9,170.0,"February 13, 1916",Duquesne
3050,278,Dean Meminger,1972,1977,G,6-0,175.0,"May 13, 1948",Marquette
3051,279,Chuck Mencel,1956,1957,G,6-0,168.0,"April 21, 1933",Minnesota
3052,280,John Mengelt,1972,1981,G,6-2,195.0,"October 16, 1949",Auburn
3053,281,Ken Menke,1950,1950,G,6-0,168.0,"October 2, 1922",Illinois
3054,282,Pops Mensah-Bonsu,2007,2011,F,6-9,240.0,"September 7, 1983",George Washington
3055,283,Dewitt Menyard,1968,1968,C,6-10,210.0,"May 24, 1944","Allan Hancock College, Utah"
3056,284,Ron Mercer,1998,2005,G-F,6-7,210.0,"May 18, 1976",Kentucky
3057,285,Joe Meriweather,1976,1985,C-F,6-10,215.0,"October 26, 1953",Southern Illinois
3058,286,Porter Meriwether,1963,1963,G,6-2,180.0,"March 16, 1940",Tennessee State
3059,287,Sam Merrill,2021,2023,G,6-4,205.0,"May 15, 1996",Utah State University
3060,288,Tom Meschery,1962,1971,F,6-6,215.0,"October 26, 1938",Saint Mary's
3061,289,Chimezie Metu,2019,2023,F-C,6-9,225.0,"March 22, 1997",USC
3062,290,Bill Meyer,1968,1968,G,6-3,195.0,"August 30, 1943",Hiram College
3063,291,Loren Meyer,1996,1999,C,6-10,257.0,"December 30, 1972",Iowa State
3064,292,Dave Meyers,1976,1980,F-C,6-8,215.0,"April 21, 1953",UCLA
3065,293,Stan Miasek,1947,1953,C-F,6-5,210.0,"September 19, 1923",
3066,294,Larry Micheaux,1984,1985,F,6-9,220.0,"March 24, 1960",Houston
3067,295,Jordan Mickey,2016,2018,F,6-8,235.0,"July 9, 1994",LSU
3068,296,Khris Middleton,2013,2023,F-G,6-7,222.0,"August 12, 1991",Texas A&M
3069,297,Red Mihalik,1947,1947,G,6-0,180.0,"September 22, 1916",
3070,298,Chris Mihm,2001,2009,C-F,7-0,265.0,"July 16, 1979",Texas
3071,299,Eric Mika,2020,2020,C,6-10,230.0,"January 5, 1995",BYU
3072,300,Ed Mikan,1949,1954,C-F,6-8,230.0,"October 20, 1925",DePaul
3073,301,George Mikan*,1949,1956,C,6-10,245.0,"June 18, 1924",DePaul
3074,302,Larry Mikan,1971,1971,F,6-7,210.0,"April 8, 1948",Minnesota
3075,303,Vern Mikkelsen*,1950,1959,F-C,6-7,230.0,"October 21, 1928",Hamline University
3076,304,Al Miksis,1950,1950,C,6-7,210.0,"February 2, 1928",Western Illinois University
3077,305,Aaron Miles,2006,2006,G,6-1,175.0,"April 13, 1983",Kansas
3078,306,C.J. Miles,2006,2022,G-F,6-6,220.0,"March 18, 1987",
3079,307,Darius Miles,2001,2009,F,6-9,210.0,"October 9, 1981",
3080,308,Eddie Miles,1964,1972,G-F,6-4,195.0,"July 5, 1940",Seattle University
3081,309,Marko Milič,1998,1999,G-F,6-6,235.0,"May 7, 1977",
3082,310,Darko Miličić,2004,2013,F-C,7-0,250.0,"June 20, 1985",
3083,311,Nat Militzok,1947,1947,F,6-3,195.0,"May 3, 1923",Cornell
3084,312,Andre Miller,2000,2016,G,6-3,200.0,"March 19, 1976",Utah
3085,313,Anthony Miller,1995,2005,F,6-9,225.0,"October 22, 1971",Michigan State
3086,314,Bill Miller,1949,1949,F,6-3,190.0,"November 24, 1924",UNC
3087,315,Bob Miller,1984,1984,F,6-10,230.0,"July 9, 1956",Cincinnati
3088,316,Brad Miller,1999,2012,C-F,6-11,244.0,"April 12, 1976",Purdue
3089,317,Darius Miller,2013,2021,F,6-6,225.0,"March 21, 1990",Kentucky
3090,318,Dick Miller,1981,1981,F,6-6,215.0,"April 26, 1958",Toledo
3091,319,Eddie Miller,1953,1954,C-F,6-8,225.0,"June 18, 1931",Syracuse
3092,320,Harry Miller,1947,1947,C-F,6-4,230.0,"July 28, 1923",UNC
